qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qcovs,organism
sp|A0A2S1XB67|ASO_CATRO,XHA77562.1,54.887,532,227,8,1,523,2,529,0.0,567.0,73.68,Mitragyna speciosa
sp|A0A2S1XB67|ASO_CATRO,XHA77558.1,56.647,519,215,6,18,529,18,533,0.0,562.0,73.41,Gelsemium sempervirens
sp|A0A2S1XB67|ASO_CATRO,XHA77561.1,54.426,531,231,7,1,523,2,529,0.0,560.0,73.07,Mitragyna parvifolia
sp|A0A2S1XB67|ASO_CATRO,XHA77564.1,55.159,533,230,7,2,528,5,534,0.0,558.0,73.73,Uncaria rhynchophylla
sp|A0A2S1XB67|ASO_CATRO,XUR19205.1,55.179,531,228,8,1,523,1,529,0.0,558.0,73.63,Mitragyna speciosa
sp|A0A2S1XB67|ASO_CATRO,CDP12587.1,53.7,527,236,5,3,523,4,528,0.0,553.0,73.24,Coffea canephora
sp|A0A2S1XB67|ASO_CATRO,XP_027183963.1,53.7,527,236,5,3,523,4,528,0.0,553.0,72.87,Coffea eugenioides
sp|A0A2S1XB67|ASO_CATRO,XP_027086119.2,53.89,527,235,5,3,523,4,528,0.0,552.0,72.87,Coffea arabica
sp|A0A2S1XB67|ASO_CATRO,KAL3510804.1,53.545,536,237,8,1,526,1,534,0.0,551.0,73.13,Cinchona calisaya
sp|A0A2S1XB67|ASO_CATRO,XP_027088090.1,53.7,527,236,5,3,523,4,528,0.0,551.0,72.87,Coffea arabica
sp|A0A2S1XB67|ASO_CATRO,XP_027088137.1,53.992,526,234,7,3,523,4,526,0.0,548.0,73.0,Coffea arabica
sp|A0A2S1XB67|ASO_CATRO,XP_027183964.1,54.183,526,233,7,3,523,4,526,0.0,548.0,72.81,Coffea eugenioides
sp|A0A2S1XB67|ASO_CATRO,KAF3450235.1,55.009,529,228,7,7,528,8,533,0.0,547.0,70.89,Rhamnella rubrinervis
sp|A0A2S1XB67|ASO_CATRO,KAL3527636.1,56.371,518,208,7,25,525,25,541,0.0,545.0,72.97,Cinchona calisaya
sp|A0A2S1XB67|ASO_CATRO,XP_027086475.1,53.612,526,236,7,3,523,4,526,0.0,544.0,72.81,Coffea arabica
sp|A0A2S1XB67|ASO_CATRO,XHA77560.1,55.6,500,212,6,30,523,32,527,0.0,544.0,74.2,Hamelia patens
sp|A0A2S1XB67|ASO_CATRO,XHA77557.1,58.847,503,197,6,26,525,22,517,0.0,543.0,75.75,Vinca minor
sp|A0A2S1XB67|ASO_CATRO,CDP12588.1,53.422,526,237,7,3,523,4,526,0.0,543.0,72.81,Coffea canephora
sp|A0A2S1XB67|ASO_CATRO,XP_062162306.1,53.195,532,233,8,1,523,1,525,0.0,539.0,70.49,Alnus glutinosa
sp|A0A2S1XB67|ASO_CATRO,KAJ6950886.1,54.167,528,222,9,9,525,9,527,0.0,537.0,71.97,Populus alba x Populus x berolinensis
sp|A0A2S1XB67|ASO_CATRO,KAG6790829.1,54.167,528,222,9,9,525,9,527,0.0,535.0,71.78,Populus tomentosa
sp|A0A2S1XB67|ASO_CATRO,KAH7836386.1,54.059,505,225,5,27,528,30,530,0.0,534.0,73.07,Vaccinium darrowii
sp|A0A2S1XB67|ASO_CATRO,XP_034897447.1,54.215,522,221,8,9,521,9,521,0.0,533.0,71.65,Populus alba
sp|A0A2S1XB67|ASO_CATRO,CAI9107376.1,54.183,526,228,10,8,523,8,530,0.0,530.0,72.62,Oldenlandia corymbosa var. corymbosa
sp|A0A2S1XB67|ASO_CATRO,XHA77565.1,52.256,532,243,8,4,527,7,535,0.0,530.0,71.8,Uncaria rhynchophylla
sp|A0A2P1GIW2|CS_CATRO,A0A5B8X6S2.1,72.59,332,82,3,1,330,1,325,5.1e-178,503.0,84.64,Tabernanthe iboga
sp|A0A2P1GIW2|CS_CATRO,AYE56105.1,73.193,332,80,3,1,330,1,325,1.05e-177,502.0,83.73,Tabernaemontana elegans
sp|A0A2P1GIW2|CS_CATRO,WRU92890.1,72.59,332,82,3,1,330,1,325,2.15e-177,501.0,84.34,Rhazya stricta
sp|A0A2P1GIW2|CS_CATRO,AYE56104.1,72.892,332,81,3,1,330,1,325,7.39e-177,500.0,83.73,Tabernaemontana elegans
sp|A0A2P1GIW2|CS_CATRO,WRU92893.1,71.988,332,84,3,1,330,1,325,9.93e-177,499.0,84.04,Tabernaemontana divaricata
sp|A0A2P1GIW2|CS_CATRO,AYE56107.1,72.948,329,79,3,4,330,3,323,1.86e-176,499.0,85.11,Amsonia hubrichtii
sp|A0A2P1GIW2|CS_CATRO,WRU92884.1,71.779,326,84,2,7,330,6,325,6.83e-176,498.0,84.66,Melodinus tenuicaudatus
sp|A0A2P1GIW2|CS_CATRO,WRU92868.1,72.644,329,80,3,4,330,3,323,1.88e-175,496.0,84.8,Amsonia hubrichtii
sp|A0A2P1GIW2|CS_CATRO,A0A5B8X6B5.1,71.212,330,87,2,3,330,2,325,8.96e-175,494.0,83.94,Tabernanthe iboga
sp|A0A2P1GIW2|CS_CATRO,6RJ8_A,71.212,330,87,2,3,330,3,326,1.23e-174,494.0,83.94,Tabernanthe iboga
sp|A0A2P1GIW2|CS_CATRO,AYE56108.1,70.909,330,87,3,1,328,1,323,2.63e-174,493.0,83.33,Vinca minor
sp|A0A2P1GIW2|CS_CATRO,WRU92894.1,70.783,332,88,3,1,330,1,325,5.48e-168,478.0,83.43,Tabernaemontana divaricata
sp|A0A2P1GIW2|CS_CATRO,WRU92896.1,70.303,330,90,2,3,330,2,325,1.32e-167,476.0,82.73,Tabernaemontana elegans
sp|A0A2P1GIW2|CS_CATRO,WRU92885.1,65.758,330,104,3,3,330,2,324,1.7900000000000001e-156,448.0,78.79,Melodinus tenuicaudatus
sp|A0A2P1GIW2|CS_CATRO,WRU92895.1,61.515,330,118,3,3,330,2,324,1.19e-144,418.0,74.85,Tabernaemontana divaricata
sp|A0A2P1GIW2|CS_CATRO,WRU92897.1,61.515,330,118,3,3,330,2,324,1.84e-144,418.0,75.15,Tabernaemontana elegans
sp|A0A2P1GIW2|CS_CATRO,WRU92902.1,60.606,330,121,3,3,330,2,324,2.43e-143,415.0,75.45,Tabernanthe iboga
sp|A0A2P1GIW2|CS_CATRO,WRU92886.1,55.183,328,131,6,8,328,2,320,4.5000000000000004e-124,366.0,72.26,Melodinus tenuicaudatus
sp|A0A2P1GIW2|CS_CATRO,WRU92869.1,55.352,327,129,6,9,328,3,319,1.08e-122,362.0,72.17,Amsonia hubrichtii
sp|A0A2P1GIW2|CS_CATRO,WRU92892.1,54.573,328,132,6,9,328,3,321,1.77e-122,362.0,71.04,Rauvolfia tetraphylla
sp|A0A2P1GIW2|CS_CATRO,WRU92898.1,54.573,328,133,6,8,328,2,320,6.06e-122,360.0,71.34,Tabernaemontana elegans
sp|A0A2P1GIW2|CS_CATRO,AYE56106.1,54.573,328,133,6,8,328,48,366,2.26e-121,361.0,71.34,Tabernaemontana elegans
sp|A0A2P1GIW2|CS_CATRO,WRU92891.1,55.183,328,130,6,8,328,2,319,7.14e-121,358.0,71.04,Rhazya stricta
sp|A0A2P1GIW2|CS_CATRO,WRU92903.1,53.495,329,135,7,8,328,2,320,7.08e-120,355.0,70.82,Tabernanthe iboga
sp|A0A2P1GIW2|CS_CATRO,WRU92899.1,53.374,326,136,7,8,328,5,319,1.16e-116,347.0,70.55,Tabernaemontana elegans
sp|A0A2P1GIW2|CS_CATRO,WRU92908.1,52.568,331,138,6,8,328,2,323,3.1e-115,343.0,69.18,Vinca minor
sp|A0A2P1GIW2|CS_CATRO,WRU92904.1,52.454,326,139,7,8,328,5,319,3.9799999999999998e-115,343.0,71.17,Tabernanthe iboga
sp|A0A2P1GIW2|CS_CATRO,XP_027164246.1,53.56,323,136,6,9,328,6,317,6.2e-114,340.0,70.28,Coffea eugenioides
sp|A0A2P1GIW2|CS_CATRO,XP_027116251.1,53.87,323,135,6,9,328,6,317,7.149999999999999e-114,340.0,69.97,Coffea arabica
sp|A0A2P1GIW2|CS_CATRO,WRU92870.1,50.92,326,141,7,8,327,4,316,1.85e-113,339.0,70.86,Amsonia hubrichtii
sp|A0A2P1GIW2|CS_CATRO,WRU92882.1,52.941,323,138,5,9,328,5,316,7.219999999999999e-113,337.0,69.35,Mitragyna speciosa
sp|A0A2P1GIW2|CS_CATRO,XP_027121267.2,52.941,323,138,6,9,328,6,317,1.0599999999999999e-111,334.0,69.66,Coffea arabica
sp|A0A2P1GIW2|CS_CATRO,WRU92871.1,52.778,324,135,6,8,328,4,312,3.81e-111,333.0,67.28,Amsonia hubrichtii
sp|A0A2P1GIW2|CS_CATRO,WRU92887.1,51.227,326,143,7,8,328,5,319,1.13e-110,332.0,68.71,Melodinus tenuicaudatus
sp|A0A2P1GIW2|CS_CATRO,WRU92888.1,51.077,325,140,7,8,329,4,312,3.1900000000000005e-110,330.0,68.62,Melodinus tenuicaudatus
sp|A0A2P1GIW2|CS_CATRO,KAJ7980080.1,50.606,330,140,7,11,328,14,332,3.3900000000000003e-110,331.0,68.18,Quillaja saponaria
sp|A0A2P1GIW2|CS_CATRO,CAI9098792.1,50.155,323,151,4,9,327,5,321,5.5e-110,330.0,69.04,Oldenlandia corymbosa var. corymbosa
sp|O04847|DV4H_CATRO,KAM7462967.1,61.236,356,132,3,44,399,13,362,2.29e-162,468.0,79.78,Lonicera macranthoides
sp|O04847|DV4H_CATRO,XP_059632385.1,59.299,371,145,4,32,401,10,375,7.380000000000001e-161,464.0,77.36,Cornus florida
sp|O04847|DV4H_CATRO,KAA8548785.1,57.592,382,155,4,21,399,5,382,1.47e-160,464.0,75.65,Nyssa sinensis
sp|O04847|DV4H_CATRO,QFG71859.1,60.955,356,133,3,44,399,13,362,4.79e-160,462.0,78.65,Lonicera macranthoides
sp|O04847|DV4H_CATRO,XP_022867532.1,61.157,363,137,3,38,400,12,370,1.53e-159,461.0,78.24,Olea europaea var. sylvestris
sp|O04847|DV4H_CATRO,QFG71860.1,60.955,356,133,3,44,399,13,362,6.75e-159,459.0,78.65,Lonicera macranthoides
sp|O04847|DV4H_CATRO,KAM7462962.1,60.112,356,136,3,44,399,13,362,3.63e-158,457.0,77.81,Lonicera macranthoides
sp|O04847|DV4H_CATRO,XP_058211941.1,59.229,363,144,3,38,399,17,376,8.36e-158,457.0,76.31,Rhododendron vialii
sp|O04847|DV4H_CATRO,KAM7485204.1,58.491,371,144,5,33,400,11,374,1.62e-157,456.0,76.28,Lonicera macranthoides
sp|O04847|DV4H_CATRO,XP_058211933.1,58.678,363,146,3,38,399,17,376,9.550000000000001e-157,454.0,76.03,Rhododendron vialii
sp|O04847|DV4H_CATRO,KAL2530790.1,60.87,368,139,4,34,401,9,371,2.16e-156,453.0,77.72,Forsythia ovata
sp|O04847|DV4H_CATRO,KAH7845008.1,57.983,357,145,4,44,399,70,422,3.14e-156,454.0,77.87,Vaccinium darrowii
sp|O04847|DV4H_CATRO,KAH7844688.1,60.504,357,137,3,44,399,24,377,3.63e-156,452.0,76.75,Vaccinium darrowii
sp|O04847|DV4H_CATRO,KAI8561018.1,57.364,387,140,4,35,399,13,396,7.94e-156,452.0,72.35,Rhododendron molle
sp|O04847|DV4H_CATRO,XP_082731660.1,59.664,357,140,3,44,399,23,376,1.34e-155,451.0,75.91,Camellia sinensis
sp|O04847|DV4H_CATRO,XP_058211935.1,58.743,366,147,3,35,399,14,376,1.62e-155,451.0,75.68,Rhododendron vialii
sp|O04847|DV4H_CATRO,XP_007035062.2,55.978,368,159,2,32,399,10,374,2.08e-155,451.0,75.82,Theobroma cacao
sp|O04847|DV4H_CATRO,KAL2530328.1,60.598,368,140,4,34,401,9,371,2.58e-155,450.0,77.72,Forsythia ovata
sp|O04847|DV4H_CATRO,KAH7844820.1,59.664,357,140,3,44,399,18,371,4.72e-155,449.0,76.19,Vaccinium darrowii
sp|O04847|DV4H_CATRO,XP_002284663.1,56.25,368,157,2,32,399,10,373,2.86e-154,447.0,75.27,Vitis vinifera
sp|O04847|DV4H_CATRO,CAI9118221.1,59.834,361,141,3,40,400,10,366,3.21e-154,447.0,76.18,Oldenlandia corymbosa var. corymbosa
sp|O04847|DV4H_CATRO,XP_021290150.1,55.707,368,160,2,32,399,10,374,7.02e-154,447.0,75.54,Herrania umbratica
sp|O04847|DV4H_CATRO,KAL3507675.1,56.403,367,156,3,33,399,5,367,8.73e-154,446.0,77.66,Cinchona calisaya
sp|O04847|DV4H_CATRO,XP_052173967.1,57.143,357,149,3,45,401,21,373,1.03e-153,446.0,76.75,Diospyros lotus
sp|O04847|DV4H_CATRO,KAL6343388.1,56.793,368,155,2,32,399,10,373,1.06e-153,446.0,75.0,Vitis piasezkii
sp|O04847|DV4H_CATRO,KAH7842218.1,61.143,350,132,3,44,392,23,369,1.28e-153,456.0,77.14,Vaccinium darrowii
sp|O04847|DV4H_CATRO,KAH7842218.1,52.61,249,116,2,38,285,391,638,9.67e-87,283.0,73.09,Vaccinium darrowii
sp|O04847|DV4H_CATRO,CAN66006.1,55.978,368,158,2,32,399,10,373,2.83e-153,445.0,75.0,Vitis vinifera
sp|O04847|DV4H_CATRO,XP_059275399.1,55.923,363,157,2,37,399,15,374,3.15e-153,445.0,76.31,Lycium ferocissimum
sp|O04847|DV4H_CATRO,XP_059632379.1,54.5,400,167,5,2,401,175,559,4.56e-153,451.0,73.0,Cornus florida
sp|O04847|DV4H_CATRO,XP_059632379.1,47.59,166,83,3,44,207,22,185,1e-43,168.0,69.28,Cornus florida
sp|O04847|DV4H_CATRO,KAL5542205.1,58.289,374,150,3,27,399,6,374,4.69e-153,444.0,73.8,Ulmus minor
sp|O04847|DV4H_CATRO,XP_034686198.1,57.584,356,147,2,44,399,22,373,6.57e-153,444.0,76.4,Vitis riparia
sp|O04847|DV4H_CATRO,KAG5554418.1,58.953,363,136,4,38,399,17,367,8.46e-153,444.0,74.38,Rhododendron griersonianum
sp|O04847|DV4H_CATRO,XP_023904767.1,59.27,356,140,2,44,399,17,367,8.71e-153,444.0,75.56,Quercus suber
sp|O04847|DV4H_CATRO,EOY05988.1,55.163,368,162,2,32,399,10,374,9.97e-153,444.0,75.27,Theobroma cacao
sp|O04847|DV4H_CATRO,CAN67227.1,56.25,368,157,2,32,399,10,373,1.04e-152,444.0,74.73,Vitis vinifera
sp|O04847|DV4H_CATRO,XP_030974529.1,58.989,356,141,2,44,399,17,367,1.2199999999999999e-152,443.0,75.56,Quercus lobata
sp|O04847|DV4H_CATRO,KAL6343391.1,56.793,368,155,3,32,399,10,373,1.34e-152,443.0,75.0,Vitis piasezkii
sp|O04847|DV4H_CATRO,XP_044500648.1,57.951,371,146,5,32,399,7,370,1.76e-152,443.0,74.66,Mangifera indica
sp|O04847|DV4H_CATRO,XP_034686200.1,55.978,368,158,2,32,399,10,373,2.09e-152,443.0,75.0,Vitis riparia
sp|O04847|DV4H_CATRO,KAL2530329.1,56.098,369,156,4,33,399,5,369,4e-152,442.0,76.96,Forsythia ovata
sp|O04847|DV4H_CATRO,XP_059632383.1,55.5,400,172,5,1,399,4,398,5.4e-152,443.0,73.0,Cornus florida
sp|O04847|DV4H_CATRO,GLU08138.1,55.795,371,156,4,31,399,9,373,6.88e-152,441.0,75.47,Rubroshorea leprosula
sp|O04847|DV4H_CATRO,XP_027166932.1,56.873,371,156,3,29,399,7,373,7.98e-152,441.0,74.39,Coffea eugenioides
sp|Q9ZTK5|DAT_CATRO,A0A9E7S5E3.1,54.186,430,174,11,11,438,6,414,7.959999999999999e-147,432.0,69.07,Alstonia scholaris
sp|Q9ZTK5|DAT_CATRO,YCO90880.1,40.136,441,228,14,11,438,15,432,5.45e-91,290.0,57.37,Cinchona pubescens
sp|Q9ZTK5|DAT_CATRO,KAL3537463.1,40.136,441,228,14,11,438,10,427,4.92e-90,287.0,57.14,Cinchona calisaya
sp|Q9ZTK5|DAT_CATRO,P0DO84.1,37.778,450,235,13,7,438,37,459,4.31e-87,281.0,56.89,Strychnos nux-vomica
sp|Q9ZTK5|DAT_CATRO,P0DXG0.1,38.427,445,242,12,7,438,31,456,2.1e-85,276.0,56.63,Strychnos sp.
sp|Q9ZTK5|DAT_CATRO,KAM3362758.1,37.079,445,240,14,15,438,15,440,2.03e-83,270.0,58.65,Capsicum galapagoense
sp|Q9ZTK5|DAT_CATRO,NP_001311698.1,36.771,446,242,14,14,438,14,440,4.49e-83,270.0,58.74,Capsicum annuum
sp|Q9ZTK5|DAT_CATRO,AAV66311.1,36.547,446,243,14,14,438,14,440,2.1299999999999998e-82,268.0,58.74,Capsicum annuum
sp|Q9ZTK5|DAT_CATRO,PHT56199.1,36.854,445,241,14,15,438,15,440,2.5599999999999998e-82,268.0,58.43,Capsicum baccatum
sp|Q9ZTK5|DAT_CATRO,Q58VT1.1,36.629,445,242,14,15,438,15,440,2.64e-82,268.0,58.65,Capsicum frutescens
sp|Q9ZTK5|DAT_CATRO,AAV66310.1,36.547,446,243,14,14,438,14,440,2.97e-82,268.0,58.52,Capsicum annuum
sp|Q9ZTK5|DAT_CATRO,QCT85208.1,36.629,445,242,14,15,438,15,440,3.89e-82,267.0,58.65,Capsicum annuum
sp|Q9ZTK5|DAT_CATRO,KAM3285523.1,36.854,445,241,14,15,438,15,440,3.93e-82,267.0,58.2,Capsicum chacoense
sp|Q9ZTK5|DAT_CATRO,AAV66309.1,36.629,445,242,14,15,438,15,440,4.6199999999999996e-82,267.0,58.43,Capsicum chinense
sp|Q9ZTK5|DAT_CATRO,KAF3637602.1,35.44,443,251,12,15,438,15,441,8.47e-82,266.0,57.34,Capsicum annuum
sp|Q9ZTK5|DAT_CATRO,KAM3362757.1,35.36,444,251,12,15,438,15,442,1.54e-81,266.0,57.21,Capsicum galapagoense
sp|Q9ZTK5|DAT_CATRO,A0A2G3D6U1.1,36.404,445,243,14,15,438,15,440,1.94e-81,265.0,58.43,Capsicum chinense
sp|Q9ZTK5|DAT_CATRO,PHU26685.1,35.44,443,251,12,15,438,15,441,3.77e-81,265.0,57.11,Capsicum chinense
sp|Q9ZTK5|DAT_CATRO,XP_016467639.1,37.162,444,241,14,15,439,19,443,1.1100000000000001e-80,264.0,57.43,Nicotiana tabacum
sp|Q9ZTK5|DAT_CATRO,XP_070025052.1,37.387,444,240,14,15,439,36,460,1.54e-80,264.0,57.21,Nicotiana sylvestris
sp|Q9ZTK5|DAT_CATRO,XP_070025047.1,37.162,444,241,14,15,439,36,460,1.63e-80,264.0,57.43,Nicotiana sylvestris
sp|Q9ZTK5|DAT_CATRO,KAF3623437.1,35.214,443,252,12,15,438,15,441,4.9900000000000005e-80,262.0,57.11,Capsicum annuum
sp|Q9ZTK5|DAT_CATRO,ATG80133.1,36.018,447,242,14,15,438,17,442,6.4300000000000005e-80,261.0,57.05,Atropa belladonna
sp|Q9ZTK5|DAT_CATRO,XP_016560262.2,35.214,443,252,12,15,438,33,459,6.86e-80,262.0,57.11,Capsicum annuum
sp|Q9ZTK5|DAT_CATRO,XP_059314868.1,38.117,446,242,13,8,438,2,428,7.52e-80,261.0,54.93,Lycium ferocissimum
sp|Q9ZTK5|DAT_CATRO,KAM3285522.1,35.281,445,251,13,15,438,15,443,8.74e-80,261.0,56.63,Capsicum chacoense
sp|Q9ZTK5|DAT_CATRO,PHT26523.1,35.135,444,252,13,15,438,15,442,1.1200000000000001e-79,261.0,56.76,Capsicum baccatum
sp|Q9ZTK5|DAT_CATRO,KAK4278478.1,36.971,449,256,11,1,438,1,433,1.76e-79,260.0,55.01,Acacia crassicarpa
sp|Q9ZTK5|DAT_CATRO,XP_019229743.1,35.65,446,249,12,15,439,18,446,6.390000000000001e-79,259.0,56.73,Nicotiana attenuata
sp|Q9ZTK5|DAT_CATRO,XP_027101735.1,39.693,456,226,18,11,438,10,444,1.63e-78,258.0,55.04,Coffea arabica
sp|Q9ZTK5|DAT_CATRO,XP_049358061.1,38.063,444,239,15,15,438,17,444,2.01e-78,258.0,55.63,Solanum verrucosum
sp|Q9ZTK5|DAT_CATRO,XP_050132963.1,35.347,447,256,15,6,438,1,428,2.68e-78,257.0,56.82,Malus sylvestris
sp|Q9ZTK5|DAT_CATRO,KAB2624869.1,35.347,447,256,15,6,438,1,428,3.35e-78,257.0,56.6,Pyrus ussuriensis x Pyrus communis
sp|Q9ZTK5|DAT_CATRO,XP_050132964.1,36.261,444,253,13,7,438,3,428,3.57e-78,257.0,56.76,Malus sylvestris
sp|A0A1B1FHP3|DPAS_CATRO,A0A5B8X8Z0.1,86.538,364,49,0,1,364,1,364,0.0,645.0,94.78,Tabernanthe iboga
sp|A0A1B1FHP3|DPAS_CATRO,8B1V_A,86.813,364,48,0,1,364,1,364,0.0,639.0,95.05,Tabernanthe iboga
sp|A0A1B1FHP3|DPAS_CATRO,A0A5B8XAH0.1,78.947,361,76,0,2,362,14,374,0.0,575.0,90.03,Tabernanthe iboga
sp|A0A1B1FHP3|DPAS_CATRO,WKU61918.1,68.232,362,114,1,1,362,51,411,7.360000000000001e-169,484.0,81.49,Rauvolfia serpentina
sp|A0A1B1FHP3|DPAS_CATRO,YFZ31637.1,61.602,362,138,1,1,362,1,361,1.9300000000000003e-166,476.0,79.28,Strychnos spinosa
sp|A0A1B1FHP3|DPAS_CATRO,WRI02172.1,66.851,362,119,1,1,362,1,361,1.36e-164,472.0,79.83,Rauvolfia tetraphylla
sp|A0A1B1FHP3|DPAS_CATRO,A0A0U3S9Q3.1,67.127,362,118,1,1,362,1,361,2.0600000000000003e-163,469.0,80.39,Rauvolfia serpentina
sp|A0A1B1FHP3|DPAS_CATRO,WRI02170.1,67.127,362,118,1,1,362,1,361,3.5900000000000006e-163,468.0,79.56,Rauvolfia tetraphylla
sp|A0A1B1FHP3|DPAS_CATRO,A0A0U4BHM2.1,66.575,362,120,1,1,362,1,361,9.400000000000001e-163,467.0,79.83,Rauvolfia tetraphylla
sp|A0A1B1FHP3|DPAS_CATRO,XP_059645435.1,63.333,360,131,1,1,360,1,359,3.88e-162,466.0,80.0,Cornus florida
sp|A0A1B1FHP3|DPAS_CATRO,KAM7529384.1,61.56,359,137,1,3,361,5,362,7.88e-161,462.0,80.78,Lonicera macranthoides
sp|A0A1B1FHP3|DPAS_CATRO,KAM7523844.1,61.56,359,137,1,3,361,5,362,9.49e-161,462.0,80.78,Lonicera macranthoides
sp|A0A1B1FHP3|DPAS_CATRO,AAW45741.1,62.079,356,134,1,4,359,3,357,1.93e-157,454.0,79.49,Populus tremula x Populus tremuloides
sp|A0A1B1FHP3|DPAS_CATRO,XP_034932162.1,62.079,356,134,1,4,359,3,357,2.33e-157,453.0,79.49,Populus alba
sp|A0A1B1FHP3|DPAS_CATRO,XP_002322822.2,61.798,356,135,1,4,359,3,357,2.68e-157,453.0,79.78,Populus trichocarpa
sp|A0A1B1FHP3|DPAS_CATRO,1YQD_A,61.798,356,135,1,4,359,7,361,2.8300000000000004e-157,453.0,79.21,Populus tremuloides
sp|A0A1B1FHP3|DPAS_CATRO,CAK9156012.1,62.81,363,133,2,1,362,1,362,3.81e-157,453.0,78.79,Ilex paraguariensis
sp|A0A1B1FHP3|DPAS_CATRO,KAJ6864807.1,61.798,356,135,1,4,359,3,357,6.5e-157,452.0,79.49,Populus alba x Populus x berolinensis
sp|A0A1B1FHP3|DPAS_CATRO,KAL9336543.1,61.517,356,136,1,4,359,3,357,7.170000000000001e-157,452.0,79.78,Populus x canadensis
sp|A0A1B1FHP3|DPAS_CATRO,KAL7254901.1,61.838,359,136,1,1,359,1,358,8.16e-157,452.0,81.34,Camellia fascicularis
sp|A0A1B1FHP3|DPAS_CATRO,AAK58693.1,61.517,356,136,1,4,359,3,357,1.06e-156,452.0,79.21,Populus tremuloides
sp|A0A1B1FHP3|DPAS_CATRO,XP_059645436.1,62.222,360,135,1,1,360,1,359,1.1000000000000001e-156,452.0,79.44,Cornus florida
sp|A0A1B1FHP3|DPAS_CATRO,XP_061955310.1,61.798,356,135,1,4,359,3,357,1.37e-156,451.0,79.49,Populus nigra
sp|A0A1B1FHP3|DPAS_CATRO,KAM7523848.1,62.36,356,133,1,4,359,3,357,1.5e-156,451.0,78.37,Lonicera macranthoides
sp|A0A1B1FHP3|DPAS_CATRO,KAM7523845.1,57.474,388,136,3,2,361,4,390,1.98e-156,452.0,75.77,Lonicera macranthoides
sp|A0A1B1FHP3|DPAS_CATRO,KAN4993919.1,62.36,356,133,1,4,359,3,357,2.9300000000000003e-156,451.0,79.49,Tetrastigma harmandii
sp|A0A1B1FHP3|DPAS_CATRO,XP_002276703.1,61.127,355,137,1,5,359,18,371,3e-156,451.0,80.56,Vitis vinifera
sp|A0A1B1FHP3|DPAS_CATRO,KAH8485330.1,61.517,356,136,1,4,359,3,357,3.5800000000000003e-156,451.0,79.49,Populus deltoides
sp|A0A1B1FHP3|DPAS_CATRO,KAN5098943.1,62.36,356,133,1,4,359,3,357,3.6e-156,450.0,78.93,Tetrastigma voinierianum
sp|A0A1B1FHP3|DPAS_CATRO,KAM7519792.1,62.921,356,131,1,4,359,3,357,3.76e-156,450.0,78.37,Lonicera macranthoides
sp|A0A1B1FHP3|DPAS_CATRO,XP_003635435.1,61.798,356,135,1,4,359,3,357,4.0200000000000004e-156,450.0,79.49,Vitis vinifera
sp|A0A1B1FHP3|DPAS_CATRO,KAL7230556.1,61.56,359,137,1,1,359,1,358,5.230000000000001e-156,450.0,81.06,Camellia fascicularis
sp|A0A1B1FHP3|DPAS_CATRO,KAF8406120.1,62.465,357,133,1,4,360,3,358,6.22e-156,450.0,78.71,Tetracentron sinense
sp|A0A1B1FHP3|DPAS_CATRO,KAK2996019.1,62.222,360,135,1,1,360,1,359,8.040000000000001e-156,449.0,79.44,Escallonia rubra
sp|A0A1B1FHP3|DPAS_CATRO,KAJ9670298.1,61.798,356,135,1,4,359,3,357,1.06e-155,449.0,78.93,Vitis rotundifolia
sp|A0A1B1FHP3|DPAS_CATRO,MHY6193471.1,62.079,356,134,1,4,359,150,504,2.12e-155,454.0,79.78,Vitis vinifera
sp|A0A1B1FHP3|DPAS_CATRO,CBI33198.3,61.236,356,137,1,4,359,3,357,4.26e-155,447.0,79.21,Vitis vinifera
sp|A0A1B1FHP3|DPAS_CATRO,KAL9373993.1,61.517,356,136,1,4,359,3,357,5.94e-155,447.0,79.21,Populus x canadensis
sp|A0A1B1FHP3|DPAS_CATRO,KAN4993913.1,61.517,356,136,1,4,359,3,357,6.67e-155,447.0,79.21,Tetrastigma harmandii
sp|A0A1B1FHP3|DPAS_CATRO,XP_034690891.1,61.236,356,137,1,4,359,3,357,7.04e-155,447.0,79.21,Vitis riparia
sp|A0A1B1FHP3|DPAS_CATRO,KAK2996021.1,61.944,360,136,1,1,360,1,359,7.96e-155,447.0,79.17,Escallonia rubra
sp|A0A1B1FHP3|DPAS_CATRO,XP_011004094.1,61.517,356,136,1,4,359,3,357,8.07e-155,447.0,78.93,Populus euphratica
sp|Q8VWZ7|C76B6_CATRO,AGX93053.1,89.388,490,52,0,1,490,1,490,0.0,922.0,95.31,Rauvolfia serpentina
sp|Q8VWZ7|C76B6_CATRO,XHC56413.1,87.627,493,61,0,1,493,17,509,0.0,912.0,94.73,Ochrosia elliptica
sp|Q8VWZ7|C76B6_CATRO,AGX93054.1,87.424,493,62,0,1,493,1,493,0.0,911.0,94.52,Tabernaemontana elegans
sp|Q8VWZ7|C76B6_CATRO,AGX93052.1,86.613,493,66,0,1,493,1,493,0.0,909.0,95.33,Amsonia hubrichtii
sp|Q8VWZ7|C76B6_CATRO,AGX93051.1,83.976,493,79,0,1,493,1,493,0.0,885.0,94.73,Cinchona calisaya
sp|Q8VWZ7|C76B6_CATRO,KAL3526733.1,83.773,493,80,0,1,493,1,493,0.0,884.0,94.52,Cinchona calisaya
